,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
188,-1095.4656253055139,-993.1254816131099,-1088.2606937172686,-1044.8751630840848,-1269.0930902692746,-1185.756129308146,48384
189,-1012.2476134267915,-1142.9689988097148,-1399.428193727686,-1000.2644502723343,-913.1701055297378,-992.1145773583224,48640
190,-997.343225027002,-1225.232477496112,-1025.5503972594493,-965.9768743556302,-1129.1956903656412,-865.9128008656378,48896
191,-1476.8084381275162,-1347.8770156203339,-1024.7498205573863,-957.5366528231673,-1152.6496543873418,-997.4599936299736,49152
192,-1433.319146476365,-1092.2611944704004,-1028.1382316831302,-1020.3544344594116,-1170.4661691157598,-1034.3324482921257,49408
193,-1154.4413547849351,-1315.9188285402142,-1339.18896584799,-920.696357988046,-1054.3212275749238,-1136.0750309126242,49664
194,-1008.0258363848044,-1033.3852409357664,-1284.1116845532858,-1438.4673417708264,-1177.8828734896529,-1128.607578373193,49920
195,-1187.7728268621113,-1294.2008415265007,-1026.9795187454495,-1184.1167783544224,-1056.1432435529168,-1115.186147337861,50176
196,-1033.6960014520816,-1001.2148236487739,-1281.506199058592,-1084.1277213524465,-1247.9360422949887,-1028.5411287774652,50432
197,-1046.8360889553003,-992.7512145988537,-1136.780412822792,-1344.873512769301,-994.2475687808139,-1289.4318301283581,50688
198,-1034.6146825959772,-1174.3288300738207,-1248.4174055586957,-989.2368972129442,-893.3035050587162,-1179.787996846121,50944
199,-1455.6379124447546,-949.7055811455228,-1134.8277000233368,-1172.716857500772,-1045.3145865292554,-1024.3352974289928,51200
200,-1319.868077103268,-1029.7883518811063,-918.0466781223244,-904.5810404447354,-1209.010609238286,-1187.2703551632203,51456
201,-1021.7717360794857,-1144.9986407248066,-1038.7988249535517,-1104.1246828739154,-1124.7419227387388,-1032.495252629519,51712
202,-1182.8249791022247,-1009.4916681651512,-1117.1298177852643,-1122.9954122115514,-1187.7282978073986,-902.7585130220722,51968
203,-1094.4626429830691,-1242.2359152392949,-1203.0159983312656,-1095.3966287085186,-1020.5541061891493,-1016.0557803542032,52224
204,-1168.0770419792616,-1237.6256734158171,-1158.1510387137553,-968.5342814083164,-991.3269090783941,-1045.0010796450877,52480
205,-1006.469976115748,-1306.9747653056331,-1031.7677515684777,-1031.4760738790062,-1024.604373651037,-1091.233684895975,52736
206,-990.084883608123,-1087.701727414825,-763.9863901948631,-1201.1476220249697,-1197.9742373803363,-1129.4608465618319,52992
207,-968.1378075891303,-1172.3761883863187,-1100.9453191429839,-1173.063352957284,-1292.1960403872056,-1018.9338648637852,53248
208,-1404.2800471241294,-1101.211998293714,-1090.014648388069,-971.3284736032107,-1024.7919210644347,-1228.2305810981645,53504
209,-1151.2854847830463,-915.8765525117484,-1146.3053875235844,-1201.4007753297758,-1039.225724047907,-866.3343845050262,53760
210,-1469.9923658671132,-1049.2485382126026,-1109.2428929253333,-1104.898905100847,-1092.9401847635747,-904.509837020906,54016
211,-1462.9899259554134,-1055.4198031733831,-1200.335396594818,-1154.5912011555365,-1196.2188309163832,-928.50467452643,54272
212,-1081.379684774455,-1206.3555107032682,-1209.9158238868029,-997.684383740071,-982.0061802172937,-1070.4840506353107,54528
213,-987.4586548020702,-1188.406769217489,-1023.68636940479,-1003.6382322970422,-1120.2984455771632,-1126.9843557262113,54784
214,-1033.8266808560504,-1009.7531250457699,-1164.3211950439681,-889.1805632768827,-1021.3823476613063,-1076.1531965084237,55040
215,-897.5399550406185,-1117.4793274802075,-1376.4635173519512,-967.6464843051423,-1168.426129068652,-972.5729395169501,55296
216,-1101.577386822729,-1151.1596689523994,-1147.7343391291986,-1325.9581677396682,-1064.9937324065486,-1018.8731267118835,55552
217,-1030.2827406139106,-1028.873808024857,-1015.086762232988,-1099.8507449492013,-1242.5084698231526,-901.0611543395954,55808
218,-1318.5226939787933,-1331.0918128173264,-1123.790864938755,-1128.2126012044937,-979.3209884574703,-1064.8565215378615,56064
219,-1205.7221595738695,-1178.453555448761,-1282.379701984206,-1207.4611131724623,-1150.026136647851,-1025.142993037133,56320
220,-1347.0200016627682,-992.9667337112817,-1177.1466632451888,-979.9735688446219,-1153.3982847246573,-978.2548208048281,56576
221,-1192.3560956605918,-1000.1853299870529,-1270.1429385925305,-994.0054957123469,-1014.8917799558458,-1023.600009441457,56832
